"Activity Date","Process Date","Settle Date","Instrument","Description","Trans Code","Quantity","Price","Amount"
"6/10/2024","6/10/2024","6/11/2024","SPY","SPY 6/10/2024 Call $536.00","BTO","2","$0.20","($40.06)"
"6/10/2024","6/10/2024","6/11/2024","SPY","SPY 6/11/2024 Put $534.00","BTO","10","$0.93","($930.30)"
"6/10/2024","6/10/2024","6/10/2024","","External debit card transfer - account ending in 8441","DCF","","","$2,074.00"
"6/6/2024","6/6/2024","6/7/2024","","ACH Deposit","ACH","","","$25.00"
"6/5/2024","6/5/2024","6/5/2024","","Gold Subscription Fee","GOLD","","","($5.00)"
"5/14/2024","5/14/2024","5/16/2024","TUPBQ","TUPPERWARE BRANDS
CUSIP: 899896104","Buy","3","$1.96","($5.87)"
"5/6/2024","5/6/2024","5/6/2024","","External debit card transfer - account ending in 8441","DCF","","","$10.00"
"5/6/2024","5/6/2024","5/6/2024","","Gold Subscription Fee","GOLD","","","($5.00)"
"4/30/2024","4/30/2024","4/30/2024","","Interest Payment","INT","","","$0.11"
"4/26/2024","4/26/2024","4/29/2024","ACB","Option Expiration for ACB 4/26/2024 Call $9.00","OEXP","1S","",""
"4/24/2024","4/24/2024","4/24/2024","","Instant bank transfer - account ending in 7929","RTP","","","($98.25)"
"4/24/2024","4/24/2024","4/24/2024","","Instant bank transfer - withdrawal fee","RTP","","","($1.75)"
"4/23/2024","4/23/2024","4/24/2024","ACB","ACB 4/26/2024 Call $9.00","BTO","1","$0.09","($9.03)"
"4/22/2024","4/22/2024","4/24/2024","SMFL","SMART FOR LIFE
CUSIP: 83204U608","Sell","25","$3.88","$97.00"
"4/22/2024","4/22/2024","4/24/2024","SMFL","SMART FOR LIFE
CUSIP: 83204U608","Buy","25","$4.09","($102.25)"
"4/19/2024","4/19/2024","4/22/2024","SPY","SPY 4/19/2024 Put $493.00","STC","2","$0.22","$43.92"
"4/19/2024","4/19/2024","4/22/2024","SPY","SPY 4/19/2024 Call $501.00","STC","1","$0.61","$60.95"
"4/19/2024","4/19/2024","4/22/2024","SPY","SPY 4/19/2024 Put $493.00","BTO","2","$0.30","($60.06)"
"4/19/2024","4/19/2024","4/22/2024","SPY","SPY 4/19/2024 Call $501.00","BTO","1","$0.76","($76.03)"
"4/18/2024","4/18/2024","4/19/2024","SPY","SPY 4/18/2024 Put $500.00","STC","1","$0.78","$77.95"
"4/18/2024","4/18/2024","4/19/2024","SPY","SPY 4/18/2024 Put $500.00","STC","1","$0.62","$61.95"
"4/18/2024","4/18/2024","4/19/2024","SPY","SPY 4/18/2024 Put $500.00","BTO","1","$0.40","($40.03)"
"4/18/2024","4/18/2024","4/19/2024","SPY","SPY 4/18/2024 Put $500.00","BTO","1","$0.40","($40.03)"
"4/16/2024","4/16/2024","4/18/2024","CISS","C3is Inc
CUSIP: Y18284201","Sell","55","$1.49","$81.94"
"4/16/2024","4/16/2024","4/18/2024","CISS","C3is Inc
CUSIP: Y18284201","Buy","55","$1.72","($94.56)"
"4/16/2024","4/16/2024","4/17/2024","","ACH Deposit","ACH","","","$100.00"
"4/1/2024","4/1/2024","4/1/2024","","Gold Subscription Fee","GOLD","","","($5.00)"
"3/28/2024","3/28/2024","4/1/2024","SPY","SPY 3/28/2024 Call $527.00","STC","1","$0.03","$2.95"
"3/27/2024","3/27/2024","3/28/2024","SPY","SPY 3/28/2024 Call $527.00","BTO","1","$0.04","($4.03)"
"3/26/2024","3/26/2024","3/27/2024","SPY","Option Expiration for SPY 3/26/2024 Call $522.00","OEXP","5S","",""
"3/26/2024","3/26/2024","3/27/2024","SPY","SPY 3/26/2024 Call $522.00","BTO","5","$0.42","($210.15)"
"3/25/2024","3/25/2024","3/26/2024","NVDA","NVDA 3/28/2024 Put $897.50","STC","1","$2.10","$209.95"
"3/25/2024","3/25/2024","3/26/2024","NVDA","NVDA 3/28/2024 Put $897.50","BTO","1","$2.42","($242.03)"
"3/22/2024","3/22/2024","3/25/2024","SMCI","SMCI 3/22/2024 Call $1,000.00","STC","1","$1.53","$152.95"
"3/22/2024","3/22/2024","3/25/2024","QQQ","QQQ 3/22/2024 Call $447.00","STC","3","$0.30","$89.89"
"3/22/2024","3/22/2024","3/25/2024","QQQ","QQQ 3/22/2024 Call $447.00","BTO","2","$0.47","($94.06)"
"3/22/2024","3/22/2024","3/25/2024","QQQ","QQQ 3/22/2024 Call $447.00","BTO","1","$0.47","($47.03)"
"3/22/2024","3/22/2024","3/25/2024","SMCI","SMCI 3/22/2024 Call $1,000.00","BTO","1","$3.49","($349.03)"
"3/21/2024","3/21/2024","3/22/2024","AVGO","AVGO 3/22/2024 Call $1,425.00","STC","1","$4.90","$489.95"
"3/21/2024","3/21/2024","3/22/2024","AVGO","AVGO 3/22/2024 Call $1,425.00","BTO","1","$1.55","($155.03)"
"3/20/2024","3/20/2024","3/21/2024","SPY","SPY 3/20/2024 Call $520.00","STC","1","$0.51","$50.95"
"3/20/2024","3/20/2024","3/21/2024","SPY","SPY 3/21/2024 Put $515.00","STC","1","$0.34","$33.95"
"3/20/2024","3/20/2024","3/21/2024","SPY","SPY 3/20/2024 Put $515.00","STC","3","$0.19","$56.89"
"3/20/2024","3/20/2024","3/21/2024","SPY","SPY 3/20/2024 Call $520.00","BTO","1","$0.42","($42.03)"
"3/20/2024","3/20/2024","3/21/2024","SPY","SPY 3/20/2024 Put $515.00","BTO","3","$1.01","($303.09)"
"3/20/2024","3/20/2024","3/21/2024","SPY","SPY 3/21/2024 Put $515.00","BTO","1","$1.37","($137.03)"
"3/20/2024","3/20/2024","3/21/2024","","ACH Deposit","ACH","","","$500.00"
"3/27/2023","3/27/2023","3/28/2023","SPY","Option Expiration for SPY 3/27/2023 Call $402.00","OEXP","1S","",""
"3/27/2023","3/27/2023","3/28/2023","SPY","SPY 3/27/2023 Call $402.00","BTO","1","$0.07","($7.00)"
"2/10/2023","2/10/2023","2/13/2023","COIN","Option Expiration for COIN 2/10/2023 Call $82.50","OEXP","1S","",""
"2/8/2023","2/8/2023","2/9/2023","COIN","COIN 2/10/2023 Call $82.50","BTO","1","$0.75","($75.00)"
"2/8/2023","2/8/2023","2/10/2023","AAPL","Apple
CUSIP: 037833100","Sell","0.0349","$153.36","$5.35"
"1/27/2023","1/27/2023","1/30/2023","QQQ","QQQ 1/27/2023 Call $299.00","STC","1","$0.10","$9.98"
"1/27/2023","1/27/2023","1/30/2023","QQQ","QQQ 1/27/2023 Call $299.00","BTO","1","$0.07","($7.00)"
"1/27/2023","1/27/2023","1/30/2023","SPY","SPY 1/27/2023 Put $403.00","STC","1","$0.02","$1.98"
"1/27/2023","1/27/2023","1/30/2023","SPY","SPY 1/27/2023 Put $403.00","BTO","1","$0.19","($19.00)"
"1/27/2023","1/27/2023","1/30/2023","AMZN","AMZN 1/27/2023 Call $101.00","STC","1","$0.65","$64.98"
"1/27/2023","1/27/2023","1/30/2023","AMZN","AMZN 1/27/2023 Call $101.00","BTO","1","$0.44","($44.00)"
"1/27/2023","1/27/2023","1/27/2023","","Instant bank transfer - withdrawal fee","RTP","","","($20.40)"
"1/27/2023","1/27/2023","1/27/2023","","Instant bank transfer - account ending in 7929","RTP","","","($1,339.60)"
"1/26/2023","1/26/2023","1/27/2023","NFLX","NFLX 1/27/2023 Call $362.50","STC","1","$4.40","$439.97"
"1/26/2023","1/26/2023","1/27/2023","XPEV","XPEV 2/3/2023 Call $11.00","STC","5","$0.23","$114.98"
"1/26/2023","1/26/2023","1/27/2023","RIVN","RIVN 1/27/2023 Call $18.00","STC","1","$0.47","$46.98"
"1/26/2023","1/26/2023","1/27/2023","QQQ","QQQ 1/27/2023 Call $293.00","STC","3","$1.14","$341.98"
"1/26/2023","1/26/2023","1/27/2023","QQQ","QQQ 1/27/2023 Call $293.00","BTO","3","$1.36","($408.00)"
"1/26/2023","1/26/2023","1/27/2023","RIVN","RIVN 1/27/2023 Call $18.00","STC","1","$1.40","$139.98"
"1/26/2023","1/26/2023","1/27/2023","RIVN","RIVN 1/27/2023 Call $18.00","STC","1","$1.65","$164.98"
"1/26/2023","1/26/2023","1/27/2023","RIVN","RIVN 1/27/2023 Call $18.00","STC","1","$1.65","$164.98"
"1/25/2023","1/25/2023","1/26/2023","RIVN","RIVN 1/27/2023 Call $18.00","STC","2","$0.97","$193.98"
"1/25/2023","1/25/2023","1/26/2023","RIVN","RIVN 1/27/2023 Call $18.00","STC","2","$0.80","$159.98"
"1/25/2023","1/25/2023","1/26/2023","RIVN","RIVN 1/27/2023 Call $18.00","BTO","8","$0.36","($288.00)"
"1/25/2023","1/25/2023","1/26/2023","SQ","SQ 1/27/2023 Call $90.00","STC","4","$0.02","$7.98"
"1/25/2023","1/25/2023","1/26/2023","SQ","SQ 1/27/2023 Call $90.00","STC","12","$0.02","$23.96"
"1/25/2023","1/25/2023","1/26/2023","SQ","SQ 1/27/2023 Call $90.00","STC","4","$0.02","$7.98"
"1/25/2023","1/25/2023","1/26/2023","SQ","SQ 1/27/2023 Call $90.00","BTO","1","$0.04","($4.00)"
"1/25/2023","1/25/2023","1/26/2023","SQ","SQ 1/27/2023 Call $90.00","BTO","9","$0.04","($36.00)"
"1/24/2023","1/24/2023","1/25/2023","SPY","SPY 1/24/2023 Call $401.00","STC","8","$0.32","$255.97"
"1/24/2023","1/24/2023","1/25/2023","SPY","SPY 1/24/2023 Call $401.00","BTO","8","$0.33","($264.00)"
"1/24/2023","1/24/2023","1/25/2023","QQQ","QQQ 1/25/2023 Call $291.00","STC","3","$0.93","$278.98"
"1/24/2023","1/24/2023","1/25/2023","QQQ","QQQ 1/25/2023 Call $291.00","BTO","1","$1.15","($115.00)"
"1/24/2023","1/24/2023","1/25/2023","AFRM","AFRM 1/27/2023 Call $13.00","STC","1","$1.81","$180.98"
"1/24/2023","1/24/2023","1/25/2023","QQQ","QQQ 1/25/2023 Call $291.00","BTO","1","$1.15","($115.00)"
"1/24/2023","1/24/2023","1/25/2023","QQQ","QQQ 1/25/2023 Call $291.00","STC","1","$1.16","$115.98"
"1/24/2023","1/24/2023","1/25/2023","QQQ","QQQ 1/25/2023 Call $291.00","BTO","2","$1.18","($236.00)"
"1/24/2023","1/24/2023","1/25/2023","XPEV","XPEV 2/3/2023 Call $11.00","BTO","5","$0.18","($90.00)"
"1/24/2023","1/24/2023","1/25/2023","SQ","SQ 1/27/2023 Call $90.00","BTO","5","$0.18","($90.00)"
"1/24/2023","1/24/2023","1/25/2023","SQ","SQ 1/27/2023 Call $90.00","BTO","2","$0.18","($36.00)"
"1/24/2023","1/24/2023","1/25/2023","SQ","SQ 1/27/2023 Call $90.00","BTO","3","$0.18","($54.00)"
"1/24/2023","1/24/2023","1/25/2023","SQ","SQ 1/27/2023 Call $90.00","STC","4","$0.25","$99.98"
"1/24/2023","1/24/2023","1/25/2023","SQ","SQ 1/27/2023 Call $90.00","STC","1","$0.25","$24.98"
"1/24/2023","1/24/2023","1/25/2023","SQ","SQ 1/27/2023 Call $90.00","STC","9","$0.26","$233.97"
"1/24/2023","1/24/2023","1/25/2023","SQ","SQ 1/27/2023 Call $90.00","STC","1","$0.26","$25.98"
"1/23/2023","1/23/2023","1/24/2023","SQ","SQ 1/27/2023 Call $90.00","BTO","5","$0.24","($120.00)"
"1/23/2023","1/23/2023","1/23/2023","","Gold Fee","GOLD","","","($5.00)"
"1/23/2023","1/23/2023","1/24/2023","QQQ","QQQ 1/23/2023 Call $290.00","STC","2","$0.39","$77.98"
"1/23/2023","1/23/2023","1/24/2023","QQQ","QQQ 1/23/2023 Call $290.00","BTO","2","$0.46","($92.00)"
"1/23/2023","1/23/2023","1/24/2023","SPY","SPY 1/23/2023 Put $397.00","STC","10","$0.17","$169.97"
"1/23/2023","1/23/2023","1/24/2023","SPY","SPY 1/23/2023 Put $397.00","BTO","2","$0.31","($62.00)"
"1/23/2023","1/23/2023","1/24/2023","SPY","SPY 1/23/2023 Put $397.00","BTO","1","$0.31","($31.00)"
"1/23/2023","1/23/2023","1/24/2023","SPY","SPY 1/23/2023 Put $397.00","BTO","2","$0.31","($62.00)"
"1/23/2023","1/23/2023","1/24/2023","SPY","SPY 1/23/2023 Put $397.00","BTO","1","$0.31","($31.00)"
"1/23/2023","1/23/2023","1/24/2023","SPY","SPY 1/23/2023 Put $397.00","BTO","4","$0.31","($124.00)"
"1/23/2023","1/23/2023","1/24/2023","SQ","SQ 1/27/2023 Call $90.00","BTO","9","$0.33","($297.00)"
"1/23/2023","1/23/2023","1/24/2023","SQ","SQ 1/27/2023 Call $90.00","BTO","1","$0.33","($33.00)"
"1/20/2023","1/20/2023","1/23/2023","BITO","Option Expiration for BITO 1/20/2023 Call $14.50","OEXP","1S","",""
"1/20/2023","1/20/2023","1/23/2023","IWM","IWM 1/20/2023 Call $183.00","STC","1","$1.67","$166.98"
"1/20/2023","1/20/2023","1/23/2023","IWM","IWM 1/20/2023 Call $183.00","STC","2","$0.96","$191.98"
"1/20/2023","1/20/2023","1/23/2023","OKTA","OKTA 2/17/2023 Call $90.00","STC","1","$0.18","$17.98"
"1/20/2023","1/20/2023","1/23/2023","OKTA","OKTA 2/17/2023 Call $90.00","STC","1","$0.18","$17.98"
"1/20/2023","1/20/2023","1/23/2023","OKTA","OKTA 2/17/2023 Call $90.00","STC","1","$0.18","$17.98"
"1/20/2023","1/20/2023","1/23/2023","OKTA","OKTA 2/17/2023 Call $90.00","STC","1","$0.18","$17.98"
"1/20/2023","1/20/2023","1/23/2023","AFRM","AFRM 1/27/2023 Call $13.00","STC","2","$0.95","$189.98"
"1/20/2023","1/20/2023","1/23/2023","QQQ","QQQ 1/20/2023 Call $279.00","STC","2","$0.53","$105.98"
"1/20/2023","1/20/2023","1/23/2023","QQQ","QQQ 1/20/2023 Call $279.00","BTO","2","$0.69","($138.00)"
"1/20/2023","1/20/2023","1/23/2023","AFRM","AFRM 1/27/2023 Call $13.00","BTO","1","$0.83","($83.00)"
"1/20/2023","1/20/2023","1/23/2023","AFRM","AFRM 1/27/2023 Call $13.00","BTO","1","$0.83","($83.00)"
"1/20/2023","1/20/2023","1/23/2023","AFRM","AFRM 1/27/2023 Call $13.00","BTO","1","$0.83","($83.00)"
"1/20/2023","1/20/2023","1/23/2023","IWM","IWM 1/20/2023 Call $183.00","BTO","2","$0.63","($126.00)"
"1/20/2023","1/20/2023","1/23/2023","IWM","IWM 1/20/2023 Call $183.00","BTO","1","$0.63","($63.00)"
"1/20/2023","1/20/2023","1/23/2023","NFLX","NFLX 1/27/2023 Call $362.50","BTO","1","$2.82","($282.00)"
"1/19/2023","1/19/2023","1/20/2023","QQQ","QQQ 1/19/2023 Call $277.00","STC","1","$0.39","$38.98"
"1/19/2023","1/19/2023","1/20/2023","SPY","SPY 1/20/2023 Put $390.00","STC","1","$1.54","$153.98"
"1/19/2023","1/19/2023","1/20/2023","SPY","SPY 1/20/2023 Put $390.00","STC","1","$2.25","$224.98"
"1/19/2023","1/19/2023","1/20/2023","QQQ","QQQ 1/19/2023 Call $277.00","BTO","1","$0.19","($19.00)"
"1/19/2023","1/19/2023","1/20/2023","QQQ","QQQ 1/19/2023 Call $277.00","STC","5","$0.50","$249.98"
"1/19/2023","1/19/2023","1/20/2023","SPY","SPY 1/20/2023 Put $390.00","STC","1","$2.01","$200.98"
"1/19/2023","1/19/2023","1/20/2023","QQQ","QQQ 1/19/2023 Call $277.00","BTO","3","$1.26","($378.00)"
"1/19/2023","1/19/2023","1/20/2023","QQQ","QQQ 1/19/2023 Call $277.00","BTO","2","$1.26","($252.00)"
"1/18/2023","1/18/2023","1/19/2023","CRWD","CRWD 1/20/2023 Call $105.00","STC","1","$0.62","$61.98"
"1/18/2023","1/18/2023","1/19/2023","CRWD","CRWD 1/20/2023 Call $105.00","STC","1","$0.83","$82.98"
"1/18/2023","1/18/2023","1/19/2023","SPY","SPY 1/20/2023 Put $390.00","BTO","3","$0.49","($147.00)"
"1/18/2023","1/18/2023","1/19/2023","SPY","SPY 1/18/2023 Call $399.00","STC","10","$0.21","$209.97"
"1/18/2023","1/18/2023","1/19/2023","SPY","SPY 1/18/2023 Call $399.00","BTO","7","$0.28","($196.00)"
"1/18/2023","1/18/2023","1/19/2023","SPY","SPY 1/18/2023 Call $399.00","BTO","1","$0.28","($28.00)"
"1/18/2023","1/18/2023","1/19/2023","SPY","SPY 1/18/2023 Call $399.00","BTO","1","$0.28","($28.00)"
"1/18/2023","1/18/2023","1/19/2023","SPY","SPY 1/18/2023 Call $399.00","BTO","1","$0.28","($28.00)"
"1/18/2023","1/18/2023","1/19/2023","MRNA","MRNA 1/20/2023 Call $215.00","STC","1","$0.80","$79.98"
"1/18/2023","1/18/2023","1/19/2023","QQQ","QQQ 1/18/2023 Call $284.00","STC","3","$0.69","$206.98"
"1/18/2023","1/18/2023","1/19/2023","MRNA","MRNA 1/20/2023 Call $215.00","BTO","1","$1.65","($165.00)"
"1/18/2023","1/18/2023","1/19/2023","QQQ","QQQ 1/18/2023 Call $284.00","BTO","3","$0.86","($258.00)"
"1/18/2023","1/18/2023","1/19/2023","OKTA","OKTA 2/17/2023 Call $90.00","BTO","4","$0.62","($248.00)"
"1/17/2023","1/17/2023","1/18/2023","OKTA","OKTA 1/27/2023 Call $90.00","STC","10","$0.08","$79.97"
"1/17/2023","1/17/2023","1/18/2023","CRWD","CRWD 1/20/2023 Call $105.00","STC","1","$1.78","$177.98"
"1/17/2023","1/17/2023","1/18/2023","CRWD","CRWD 1/20/2023 Call $105.00","STC","1","$1.78","$177.98"
"1/17/2023","1/17/2023","1/18/2023","CRWD","CRWD 1/20/2023 Call $105.00","STC","1","$1.78","$177.98"
"1/17/2023","1/17/2023","1/18/2023","QQQ","QQQ 1/17/2023 Call $282.00","STC","2","$0.40","$79.98"
"1/17/2023","1/17/2023","1/18/2023","OKTA","OKTA 1/27/2023 Call $90.00","BTO","1","$0.10","($10.00)"
"1/17/2023","1/17/2023","1/18/2023","OKTA","OKTA 1/27/2023 Call $90.00","BTO","2","$0.07","($14.00)"
"1/17/2023","1/17/2023","1/18/2023","OKTA","OKTA 1/27/2023 Call $90.00","BTO","6","$0.10","($60.00)"
"1/17/2023","1/17/2023","1/18/2023","OKTA","OKTA 1/27/2023 Call $90.00","BTO","1","$0.10","($10.00)"
"1/17/2023","1/17/2023","1/18/2023","QQQ","QQQ 1/17/2023 Call $282.00","STC","1","$1.20","$119.98"
"1/17/2023","1/17/2023","1/18/2023","QQQ","QQQ 1/17/2023 Call $282.00","STC","1","$1.22","$121.98"
"1/17/2023","1/17/2023","1/18/2023","QQQ","QQQ 1/17/2023 Call $282.00","STC","1","$1.22","$121.98"
"1/17/2023","1/17/2023","1/18/2023","BITO","BITO 1/20/2023 Call $14.50","BTO","1","$0.11","($11.00)"
"1/17/2023","1/17/2023","1/18/2023","BA","BA 1/20/2023 Call $227.50","STC","3","$0.14","$41.98"
"1/17/2023","1/17/2023","1/18/2023","CRWD","CRWD 1/20/2023 Call $105.00","BTO","1","$0.91","($91.00)"
"1/17/2023","1/17/2023","1/18/2023","CRWD","CRWD 1/20/2023 Call $105.00","BTO","1","$0.91","($91.00)"
"1/17/2023","1/17/2023","1/18/2023","CRWD","CRWD 1/20/2023 Call $105.00","BTO","3","$0.91","($273.00)"
"1/17/2023","1/17/2023","1/18/2023","QQQ","QQQ 1/17/2023 Call $282.00","BTO","5","$0.46","($230.00)"
"1/13/2023","1/13/2023","1/17/2023","QQQ","QQQ 1/13/2023 Call $277.00","STC","1","$3.63","$362.98"
"1/13/2023","1/13/2023","1/17/2023","QQQ","QQQ 1/13/2023 Call $277.00","STC","1","$2.26","$225.98"
"1/13/2023","1/13/2023","1/17/2023","DKNG","DKNG 1/13/2023 Call $14.00","STC","2","$0.02","$3.98"
"1/13/2023","1/13/2023","1/17/2023","DKNG","DKNG 1/13/2023 Call $14.00","STC","6","$0.02","$11.98"
"1/13/2023","1/13/2023","1/17/2023","DKNG","DKNG 1/13/2023 Call $14.00","STC","3","$0.02","$5.98"
"1/13/2023","1/13/2023","1/17/2023","DKNG","DKNG 1/13/2023 Call $14.00","STC","7","$0.02","$13.97"
"1/13/2023","1/13/2023","1/17/2023","DKNG","DKNG 1/13/2023 Call $14.00","BTO","3","$0.13","($39.00)"
"1/13/2023","1/13/2023","1/17/2023","BA","BA 1/20/2023 Call $227.50","BTO","3","$0.62","($186.00)"
"1/13/2023","1/13/2023","1/17/2023","DKNG","DKNG 1/13/2023 Call $14.00","BTO","15","$0.11","($165.00)"
"1/13/2023","1/13/2023","1/17/2023","QQQ","QQQ 1/13/2023 Call $277.00","BTO","2","$1.19","($238.00)"
"1/13/2023","1/13/2023","1/17/2023","SPY","SPY 1/13/2023 Call $396.00","STC","2","$0.56","$111.98"
"1/13/2023","1/13/2023","1/17/2023","SPY","SPY 1/13/2023 Call $396.00","STC","1","$0.56","$55.98"
"1/13/2023","1/13/2023","1/17/2023","SPY","SPY 1/13/2023 Call $396.00","BTO","3","$0.75","($225.00)"
"1/12/2023","1/12/2023","1/13/2023","SPY","SPY 1/12/2023 Call $396.00","STC","1","$0.98","$97.98"
"1/12/2023","1/12/2023","1/13/2023","SPY","SPY 1/12/2023 Call $396.00","STC","2","$1.35","$269.98"
"1/12/2023","1/12/2023","1/13/2023","SPY","SPY 1/12/2023 Call $396.00","STC","3","$1.59","$476.97"
"1/12/2023","1/12/2023","1/13/2023","SPY","SPY 1/12/2023 Call $396.00","BTO","2","$0.72","($144.00)"
"1/12/2023","1/12/2023","1/13/2023","SPY","SPY 1/12/2023 Call $396.00","BTO","4","$0.78","($312.00)"
"1/11/2023","1/11/2023","1/12/2023","SPY","SPY 1/11/2023 Put $393.00","STC","8","$0.35","$279.97"
"1/11/2023","1/11/2023","1/12/2023","SPY","SPY 1/11/2023 Put $393.00","BTO","1","$0.42","($42.00)"
"1/11/2023","1/11/2023","1/12/2023","SPY","SPY 1/11/2023 Put $393.00","BTO","3","$0.42","($126.00)"
"1/11/2023","1/11/2023","1/12/2023","SPY","SPY 1/11/2023 Put $393.00","BTO","4","$0.42","($168.00)"
"1/11/2023","1/11/2023","1/12/2023","SPY","SPY 1/11/2023 Put $391.00","STC","1","$0.09","$8.98"
"1/11/2023","1/11/2023","1/12/2023","SPY","SPY 1/11/2023 Put $391.00","STC","1","$0.09","$8.98"
"1/11/2023","1/11/2023","1/12/2023","SPY","SPY 1/11/2023 Put $391.00","STC","3","$0.14","$41.98"
"1/11/2023","1/11/2023","1/12/2023","SPY","SPY 1/11/2023 Put $391.00","STC","1","$0.14","$13.98"
"1/11/2023","1/11/2023","1/12/2023","SPY","SPY 1/11/2023 Put $391.00","STC","4","$0.14","$55.98"
"1/11/2023","1/11/2023","1/12/2023","SPY","SPY 1/11/2023 Put $391.00","STC","1","$0.14","$13.98"
"1/11/2023","1/11/2023","1/12/2023","SPY","SPY 1/11/2023 Put $391.00","STC","1","$0.14","$13.98"
"1/11/2023","1/11/2023","1/12/2023","SPY","SPY 1/11/2023 Put $391.00","BTO","5","$0.41","($205.00)"
"1/11/2023","1/11/2023","1/12/2023","SPY","SPY 1/11/2023 Put $391.00","BTO","2","$0.56","($112.00)"
"1/11/2023","1/11/2023","1/12/2023","SPY","SPY 1/11/2023 Put $391.00","BTO","1","$0.69","($69.00)"
"1/11/2023","1/11/2023","1/12/2023","SPY","SPY 1/11/2023 Put $391.00","BTO","1","$0.69","($69.00)"
"1/11/2023","1/11/2023","1/12/2023","SPY","SPY 1/11/2023 Put $391.00","BTO","2","$0.69","($138.00)"
"1/11/2023","1/11/2023","1/12/2023","SPY","SPY 1/11/2023 Put $391.00","BTO","1","$0.69","($69.00)"
"1/10/2023","1/10/2023","1/11/2023","SPY","SPY 1/10/2023 Call $391.00","STC","2","$0.03","$5.98"
"1/10/2023","1/10/2023","1/11/2023","SPY","SPY 1/10/2023 Call $391.00","BTO","1","$0.64","($64.00)"
"1/10/2023","1/10/2023","1/11/2023","SPY","SPY 1/10/2023 Call $391.00","BTO","1","$0.64","($64.00)"
"1/9/2023","1/9/2023","1/10/2023","SPY","SPY 1/9/2023 Call $394.00","STC","5","$0.28","$139.98"
"1/9/2023","1/9/2023","1/10/2023","SPY","SPY 1/9/2023 Call $394.00","BTO","5","$0.38","($190.00)"
"1/6/2023","1/6/2023","1/9/2023","TSLA","TSLA 1/6/2023 Call $110.00","STC","3","$3.25","$974.96"
"1/5/2023","1/5/2023","1/6/2023","TSLA","TSLA 1/6/2023 Call $110.00","BTO","1","$2.40","($240.00)"
